QUEST_20150317_000001	Por favor selecciona al usuario que necesita una actualización de misión.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM	
QUEST_20180320_008168	Me quedaré aquí y prepararé las otras herramientas para las trampas.  Solo ten cuidado al recolectar Ziburyte. Es muy venenoso.	구해 오신다면 제가 그 풀을 이용해 프베타의 부하들을 대비할 함정을 만들어 드리죠.				헌터 오르트	
QUEST_20180320_008169	Me quedaré aquí y prepararé las otras herramientas para las trampas. {nl} Solo ten cuidado al recolectar Ziburyte. Es muy venenoso.	전 여기서 함정을 만들 준비를 하고 있을게요.{nl}지부리트 풀은 독성이 강하니 채집할 때 주의하시고요.				헌터 오르트	
QUEST_20180320_008170	¿Dónde está la Ziburyta? {nl}Por favor, date prisa.	아직 구해오지 않으셨군요.{nl}서둘러야 할 것 같아요.				헌터 오르트	
QUEST_20180320_008171	¡Has vuelto! {nl}Espera un momento.	구해오셨군요!{nl}잠시 기다리세요.				헌터 오르트	
QUEST_20180320_008172	Las trampas están listas.{nl}Por favor configúrelas en el camino a la ubicación de Pbeta.{nl}	함정을 모두 만들었어요.{nl}프베타가 위치한 장소 길목에 이 함정을 설치하세요.{nl}	QUEST_20180320_008165	Sorry I didn't introduce myself earlier. I'm Oort.{nl}My Master sent me out here to help the resistance soldiers...{nl}	소개가 늦었군요. 전 오르트라고 합니다.{nl}마스터의 부탁으로 저항군을 돕기 위해 이곳에 와 있는데..{nl}	헌터 오르트	
QUEST_20180320_008173	El veneno de estas trampas es muy fuerte. Debería ser suficiente para golpear incluso a monstruos muy grandes.	강한 독성을 가지고 있으니 어지간한 몬스터라도 사경을 헤맬 겁니다.				헌터 오르트	
QUEST_20180320_008174	Oh, parece que Voleta ha terminado con las flechas. {nl} Entonces puedes llevarte a Morvio y Voleta.	아, 볼레타님도 화살을 모두 제작하신 것 같아요.{nl}모르비오님, 볼레타 님과 동행해서 움직이시면 될 것 같군요.				헌터 오르트	
QUEST_20180320_008175	Después de configurar las trampas, asegúrese de evitar el área. {nl}El veneno comenzará a propagarse inmediatamente si se activa una de ellas.	함정을 설치하면 그 주변에 서 있지 마세요.{nl}함정이 발동되면 독이 퍼지니 주의하셔야 합니다.				헌터 오르트	
QUEST_20180320_008176	¿Todas las trampas están colocadas ahora?	함정을 모두 설치하셨군요.				레인저 모르비오	
QUEST_20180320_008177	Muy bien, movámonos. {nl} Deberíamos darnos prisa, en caso de que Pbeta intente algo.	어서 움직이죠.{nl}프베타가 움직일지도 모르니 서둘러야 합니다.				레인저 모르비오	
QUEST_20180320_008178	Ten cuidado de que Pbeta no se entere de que lo estamos persiguiendo.	프베타가 눈치채지 못하게 조심스럽게 움직여요.				레인저 모르비오	
QUEST_20180320_008179	Revelador, ¿has tomado una decisión? {nl}Lo que creas que es mejor, lo seguiremos.	계시자님, 결정을 내리셨나요?{nl}계시자님이 어떤 결정을 내리셔도 그 결정에 따르도록 할게요.				플레처 볼레타	
QUEST_20180320_008180	Entendido.{nl}Dispararé la flecha tan pronto como vea Pbeta.{nl}	알겠습니다.{nl}그럼 프베타를 보자마자 바로 화살을 쏘겠습니다.{nl}				플레처 볼레타	
QUEST_20180320_008181	Morvio se quedará y cuidará de los subordinados de Pbeta. {nl} Entonces, vamos.	모르비오님은 이 곳에서 프베타의 부하들이 몰려오는지 지켜본다고 하시니..{nl}저희끼리 움직이죠.				플레처 볼레타	
QUEST_20180320_008182	Lo lamento. Pbeta escapó, no pudimos hacer nada.{nl}	죄송합니다. 프베타가 기습적으로 도망치는 바람에 놓치고 말았네요.{nl}				레인저 모르비오	
QUEST_20180320_008183	Voleta resultó herido al intentar detener a Pbeta.{nl}Deberíamos ir primero y reunirnos después.{nl}	볼레타님은 프베타를 막아내는 도중에 중상을 입은 상태입니다.{nl}몸이 회복되는 대로 합류하겠다고 하셨으니 저희끼리라도 움직여야 할 것 같습니다.{nl}				레인저 모르비오	
QUEST_20180320_008184	Ahora, creo que Pbeta pisó una de las trampas cuando escapó. {nl}Eso significa que será más fácil seguirlo.{nl}	길목에 설치해 두었던 함정을 프베타가 밟은 것 같더군요.{nl}이렇게 되면 프베타를 추적하기 더욱 쉬워집니다.{nl}				레인저 모르비오	
QUEST_20180320_008185	Necesitamos localizarlo.	그럼 바로 프베타를 추적하러 움직이죠.				레인저 모르비오	
QUEST_20180320_008186	¡Volvamos a las trampas y busquemos pistas!	함정을 설치했던 지점으로 가서 흔적을 찾아보죠!				레인저 모르비오	
QUEST_20180320_008187	El sendero termina aquí.{nl}No hay más rastros.	이게 마지막 흔적입니다.{nl}더 이상의 흔적은 보이질 않아요.				레인저 모르비오	
QUEST_20180320_008188	Creo que escapó a la Torre Astral.{nl}Los hombres de Ignas estarán por toda la entrada de la Torre... no será fácil.{nl}	프베타는 별의 탑 입구까지 도망친 것 같습니다.{nl}별의 탑 입구는 이그나스 측에서 쉽게 관측할 수 있는 곳이라.. 고민이군요. {nl}				레인저 모르비오	
QUEST_20180320_008189	Revelador, ¿irías tras Pbeta? {nl}Voy a pedir ayuda.	계시자님께서 먼저 프베타를 상대해 주시겠습니까?{nl}전 그동안 돌아가서 다른 사람들을 불러오겠습니다.				레인저 모르비오	
QUEST_20180320_008190	Buena suerte.	그럼 부탁드립니다!				레인저 모르비오	
QUEST_20180320_008191	Gracias por todo.{nl}	정말 고생 많으셨습니다.{nl}				레인저 모르비오	
QUEST_20180320_008192	Hasta aquí podemos llegar contigo, Revelador.{nl}Me temo que nuestro propósito aquí no se relaciona con la Torre Astral, no hay nada más que podamos hacer para ayudar.{nl}	저와 다른 마스터 제자분들이 도와드릴 수 있는 건 여기까지입니다.{nl}이 이상으로는 저희에게 별의 탑에 직접 관여할 명분이 없어 도와드릴 수 없습니다.{nl}				레인저 모르비오	
QUEST_20180320_008193	El comandante Byle también dijo que...{nl}Tienes algo que hacer en la Torre Astral.{nl}	바일님도 사전에 그러한 얘기를 하셨으니..{nl}듣기로 계시자님도 별의 탑에서 해야 할 일이 있다고 들었습니다.{nl}				레인저 모르비오	
QUEST_20180320_008194	No sé qué harás ahí dentro, pero ten cuidado.{nl}Los otros estudiantes y yo nos quedaremos aquí por un tiempo.{nl}	별의 탑에서 무슨 일이 일어나고 있는지 모르지만 조심하세요.{nl}저와 다른 마스터 제자분들은 한동안 이 곳에 남아 있을 겁니다.{nl}				레인저 모르비오	
QUEST_20180320_008195	Todavía hay demonios deambulando por la zona, seguiremos adelante y nos desharemos de ellos.{nl}Te veré en otro momento.{nl}	다른 수역에도 아직 마족들이 많이 남아있으니 그 마족들을 마저 처치해야죠.{nl}그럼 전 다른 마스터 제자분들에게 돌아가 보도록 하겠습니다.{nl}				레인저 모르비오	
QUEST_20180320_008196	Revelador, ¿puedo pedirte un favor?	부디 계시자님께 여신님의 가호가 있길 바랍니다.				레인저 모르비오	
QUEST_20180320_008197	Revelador, ¿puedo pedirte un favor?{nl}	계시자님 부탁하나만 드려도 되겠습니까?{nl}				헌터 오르트	
QUEST_20180320_008198	Se me acabó la comida para dársela a Inas. {nl} ¿Podrías cazarme algunos Humming Dukes? Realmente me vendría bien un poco de carne.	이나스에게 줄 먹이가 모두 떨어져서 난처한 상황입니다.{nl}주변에 있는 허밍 듀크에게서 고기를 수집해 주실 수 있으신가요?				헌터 오르트	
QUEST_20180320_008199	Yo mismo los cazaría, pero... {nl}Inas tiene demasiada hambre. Se niega a cooperar.{nl}	제가 직접 움직이고 싶은데..{nl}먹이가 동이 나자 이나스가 너무 사나워져서 움직일 수가 없네요.{nl}				헌터 오르트	
QUEST_20180320_008200	Estaré muy agradecido.	부탁드립니다.				파울루스	
QUEST_20180320_008201	Por favor, date prisa.	서둘러 주세요.				헌터 오르트	
QUEST_20180320_008202	Gracias.{nl}I debería darme prisa y alimentar a Inas ahora.	정말 감사합니다.{nl}이나스에게 어서 고기를 먹여야겠어요.				헌터 오르트	
QUEST_20180320_008203	Me acabo de dar cuenta de que también me he quedado sin agua.{nl}Creo que vi algunas plantas acuáticas de Pasto cerca.{nl}	그러고 보니 식수가 떨어진 걸 잊고 있었네요.{nl}수역 근처에 파스토 수초가 많은 걸 봤습니다.{nl}				헌터 오르트	
QUEST_20180320_008204	Se sabe que las plantas de pasto actúan como purificadoras; Creo que puedo usarlos para filtrar el agua del lago. {nl} ¿Podrías recolectar algunas plantas acuáticas para mí?	파스토 수초는 뛰어난 정화기능을 가지고 있어 호수의 물을 식수로 이용할 수 있어요.{nl}계시자님께서 파스토 수초를 구해다 주실 수 있으신가요?				헌터 오르트	
QUEST_20180320_008205	Sin embargo, las plantas de pasto crecen bajo el agua, por lo que son difíciles de detectar a simple vista.{nl}Pero revisa la superficie del agua en busca de burbujas, deberías encontrarlas allí.{nl}	파스토 수초는 물 밑에서 자라기 때문에 육안으로 확인하는 게 쉽지 않아요.{nl}물가에 공기 방울이 일어나는 곳을 확인해 보세요.{nl}				헌터 오르트	
QUEST_20180320_008206	Inas todavía está un poco sensible, voy a tener que quedarme con él un tiempo.{nl}Gracias por la ayuda.	저는 신경이 예민해진 이나스가 무슨 사고를 칠지 몰라서 곁에 있어야 할 것 같아요.{nl}부탁드릴게요.				헌터 오르트	
QUEST_20180320_008207	¿Trajiste las plantas? {nl}Ya tengo sed.	아직 구해오지 않으셨나요?{nl}목이 좀 마르네요.				헌터 오르트	
QUEST_20180320_008208	¡Gracias!{nl}Esto debería funcionar por un tiempo.	감사합니다!{nl}이 정도 양이면 당분간 식수 걱정은 없겠군요.				헌터 오르트	
QUEST_20180320_008209	Me tomó años, pero gracias a ti finalmente lo conseguí.{nl}Después de que encontraste la Flechette, investigué bastante sobre ella.{nl}	플레세트를 되찾는데 시간이 오래 걸리긴 했지만, 바로 자네 덕분에 지금은 내가 지니게 되었소.{nl}자네가 플레세트를 찾아준 후로 연구를 많이 했지.{nl}				플레처 마스터	
QUEST_20180320_008210	Y a través de esa investigación, encontré una manera de crear una flecha tan poderosa como la Flechette.{nl}	그런 플레세트의 연구를 통하여, 그 힘에는 미치지 못해도..{nl}그에 못지않은 강력한 화살 제조법을 새로 만드는데 성공했소.{nl}				플레처 마스터	
QUEST_20180320_008211	Sé que hay otras personas que ayudan a los soldados de la resistencia desde el exterior.{nl}Mi Maestro aparentemente era un conocido del élder Ramunas de los viejos tiempos.{nl}	외부에서 저항군을 돕는 분들이 많은 걸로 알고 있습니다.{nl}마스터님도 과거에 라무나스 장로님과 연이 있으셨다고 하시더군요.{nl}				레인저 모르비오	
QUEST_20180320_008212	No sé quién está ayudando ni cómo, exactamente...{nl}Pero supongo que la mayoría de ellos trabajaron en la Torre Astral o conocen a alguien que lo hizo.{nl}	어느 누가 어떤 식으로 돕고 있는지는 저도 자세히 알진 못하지만..{nl}과거에 별의 탑 출신이었거나 별의 탑과 인연이 있는 분들은 대부분 돕고 있다고 듣긴 했습니다.{nl}				레인저 모르비오	
QUEST_20180320_008213	Como sabes, la resistencia necesita soldados que luchen por ellos, pero sobre todo necesitan fondos para mantenerse. {nl} Supongo que mucha gente está ayudando con donaciones.	저항군의 인원이 부족한 것도 있지만 가장 필요한 건 아마도 저항군을 유지 할 유지비 일테죠.{nl}마족 처치 외에도 아마 보급 물자나 유지비를 지원해 돕고 있을 겁니다.				레인저 모르비오	
QUEST_20180320_008214	Pero oficialmente, Ignas es el jefe legítimo de la Torre Astral, y no estamos conectados con su organización...{nl}No tenemos lugar en la batalla entre Ignas y la resistencia.{nl}	다만 공식적으로는 이그나스가 별의 탑 단장으로 취임했고 저희는 별의 탑 출신도 아니기 때문에..{nl}저항군에 직접 가담해서 별의 탑 단장인 이그나스와 대적할 수는 없습니다.{nl}				레인저 모르비오	
QUEST_20180320_008215	Escuché todo lo que hizo de los soldados, pero simplemente no tenemos la misma responsabilidad.{nl}Todo lo que podemos hacer es ayudar indirectamente de esta manera.	저항군을 통해 이그나스에 대한 얘기를 듣긴 했지만 대외적인 명분이 없기 때문이죠.{nl}어쩔 수 없이 이렇게 간접적으로나마 도움을 줄 수밖에 없는 상황입니다.				레인저 모르비오	
QUEST_20180320_008216	Anciano Ramunas	라무나스 장로					
QUEST_20180320_008217	Probablemente ya hayas oído la historia de cómo Lydia Schaffen derrotó a Demon Lord Ziburynas.{nl}La historia de Schaffen y su Flechette.{nl}	과거에 리디아 샤펜님이 마왕 지부리나스를 쓰러트렸다는 얘기는 들어봤겠지?{nl}플레세트라는 강력한 화살로 지부리나스를 쓰러트렸다는 얘기 말일세.{nl}				장로 라무나스	
QUEST_20180320_008218	Después de que Ziburynas fue derrotado, Schaffen ordenó que la esencia del demonio se mantuviera en la Torre. {nl}La esencia de Ziburynas era demasiado peligrosa. Ella no quería que cayera en manos de otro demonio.{nl}	그 뒤에 리디아 샤펜님은 지부리나스의 힘이 담긴 정수를 탑에서 보관하도록 지시했다더군.{nl}강력한 힘을 가진 정수이기 때문에 혹여나 다른 마족의 손에 넘어가면 위험한 상황이 생길 수 있으니 말이야.{nl}				라무나스 장로	
QUEST_20180320_008219	Corría el rumor de que la Torre estaba mejor protegida que el palacio real{nl}. Y eso ya es decir algo.{nl}	리디아 샤펜님의 판단은 옳은 판단이었네.{nl}지금껏 셀 수 없을 만큼 많은 마족이 탑을 공격해 왔지만 실패했지.{nl}				장로 라무나스	
