QUEST_LV_0200_20150317_000001	Soldado de Felipe
QUEST_LV_0200_20150714_007636	La resina pegajosa de Green Roftlems se usa ampliamente como adhesivo para piedra{nl}. Sin embargo, no se puede encontrar por medios normales en las Ruinas del Templo de Namu.
QUEST_LV_0200_20150714_007637	Así que, aquí hay una caja de cebo{nl}. Se vuelven locos con el olor de la comida que hay dentro. Se sentirán atraídos por ese olor.
QUEST_LV_0200_20150714_007638	Cuando encuentre la resina pegajosa, mézclela con este coagulante antes de usarla.{nl}Las piedras se adherirán fácilmente.
QUEST_LV_0200_20150714_007639	Será más fácil hacer perfume de un Kepa que encontrarlo sin usar una caja de cebo.{nl}Incluso ir al pantano de Laukyme sería menos complicado.
QUEST_LV_0200_20150714_007640	Ah{nl}. Esta vez sí que reaccionó. Me habría llevado mucho tiempo sin tu ayuda. Muchísimas gracias.
QUEST_LV_0200_20150714_007641	Gracias por ayudarnos.{nl}La diosa ayuda a los que se esfuerzan al máximo, y creo que fuiste tú, el Revelador.
QUEST_LV_0200_20150714_007642	Muchos demonios se están reuniendo en Rituala para participar en un ritual mágico que libera a Blut.{nl}Por favor, derrótalos primero.
QUEST_LV_0200_20150714_007643	Valtruss ha sido derrotado, pero sus sirvientes aún permanecen en la Catedral de Oruarma. {nl}Quiero que hagas que esos demonios paguen por sus pecados.
QUEST_LV_0200_20150714_007644	Aunque seas el Revelador, será mejor que no hagas tonterías. {nl}La corrupción aquí no es algo que deba preocuparte.
QUEST_LV_0200_20150714_007645	Te deseo buena suerte en el nombre de la diosa.
QUEST_LV_0200_20150714_007646	Soy el único culpable de todo esto{nl}. Con la Llave de la Estrella Vespertina, se deberían liberar tres sellos, para que yo pudiera recuperar mi poder para encontrar a Dionisio.{nl}
QUEST_LV_0200_20150714_007647	La grieta dimensional... No podemos cerrarla sin Dionisio.{nl}Por favor, encuentra a Dionisio hasta que recupere mi poder.
QUEST_LV_0200_20150714_007648	Mi misión es recuperar las reliquias, pero ya no puedo soportar ver esto{nl}. ¿Podrás derrotar a los monstruos que deambulan por la Gran Catedral?
QUEST_LV_0200_20150714_007649	Si esta Gran Catedral se purifica, todo el mérito será tuyo.{nl}Pero aún nos queda un largo camino por recorrer.
QUEST_LV_0200_20150714_007650	Creo que mi investigación será útil en tiempos difíciles como los actuales.{nl}Por supuesto, primero debemos encontrar pronósticos útiles.
QUEST_LV_0200_20150714_007651	Estoy seguro de que contiene una idea revolucionaria.{nl}¿Qué vio el Oráculo...?
QUEST_LV_0200_20150714_007652	Muertos de los muertos..{nl}. ¿qué podría significar eso? ¿Tienes alguna idea?
QUEST_LV_0200_20150714_007653	Amanda
QUEST_LV_0200_20150714_007654	Vamos a ver
QUEST_LV_0200_20150714_007655	Día a día
QUEST_LV_0200_20150714_007656	Los monstruos arruinaron el colmenar y la cervecería{nl}. Así que José fue a Klaipeda a buscar Reveladores que pudieran ayudarnos.{nl}
QUEST_LV_0200_20150714_007657	Pensé que habrían resuelto el problema, pero adivina qué pasó{nl}. Empezaron a desaparecer uno por uno. Se echaron atrás. Esos cobardes.
QUEST_LV_0200_20150714_007658	Si crees que estás listo, te mostraré el verdadero origen de la maldición.{nl}Si no puedes eliminarla de inmediato, causará mayores problemas.
QUEST_LV_0200_20150714_007659	Pero aún hay una manera.{nl}Si pudieras ayudarme.
QUEST_LV_0200_20150714_007660	Si no te importa, ¿puedes comprobar los efectos del reactivo?{nl}Ah, no me refería a que lo probaras en ti mismo. Me refería a que lo probaras en los demonios.
QUEST_LV_0200_20150714_007661	Está hecho. {nl}Espero que funcione. ¿Puedes darle esta carne al peregrino de abajo?
QUEST_LV_0200_20150714_007662	Debes alimentarlo hasta que esté satisfecho.{nl}Aquí está toda la carne que conseguiste. 15 piezas, ¿verdad?
QUEST_LV_0200_20150714_007663	¿Volverán los días de paz, como en los viejos tiempos?
QUEST_LV_0200_20150714_007664	Quiero enterrar a Dallas en Taika Cliff, donde pueda ver su ciudad natal{nl}. Pero hay muchos monstruos allí. Por favor, desháganse de ellos.
QUEST_LV_0200_20150714_007665	¿No eres tú el Revelador?{nl}
QUEST_LV_0200_20150714_007666	Ah, es estupendo que estés aquí{nl}. Debes haber viajado a varios lugares del reino{nl}. Lo siento, pero ¿sabes algo sobre esta misteriosa chica?{nl}
QUEST_LV_0200_20150714_007667	La chica dejó este árbol antes de Medzio Diena.{nl}Mi maestro me pidió que averiguara más sobre el árbol, pero no sé nada sobre él... Quiero obtener tu ayuda.
QUEST_LV_0200_20150714_007668	La dueña de esta granja es Gina Greene{nl}. Ella amablemente prestó esta granja a personas como nosotros que perdimos tierras desde Medzio Diena.
QUEST_LV_0200_20150714_007669	Oye tú. Revelador. No te limites a mirarme. Ayúdame.{nl}Por favor, expulsa a los Hombres Lagarto de mis campos.
QUEST_LV_0200_20150714_007670	Debes saber que ahora mismo hay escasez de alimentos en el reino{nl}. Si no te importa, ¿puedes ayudarme con mi investigación?
QUEST_LV_0200_20150714_007671	Lo aprecio mucho.{nl}Primero, recoge la piel de oso carnero de los arqueros oso carnero que están cerca. Necesito revisar algo.
QUEST_LV_0200_20150714_007672	Si ese es el caso, por favor elimine todos los Árboles Cortos.{nl}Ah, y no olvide traer también pruebas. Necesito algo con qué denunciar.
QUEST_LV_0200_20150714_007673	Aunque seas el Revelador, esta es una propiedad privada{nl}. ¡Lárgate si no tienes nada que hacer aquí!{nl}
QUEST_LV_0200_20150714_007674	¡Tenemos un gran problema! Las vides podridas se secaron hasta morir, pero ahora los monstruos se sienten atraídos por ellas{nl}. ¿Qué puedo hacer?{nl}
QUEST_LV_0200_20150714_007675	Investiga los arbustos cerca de las vides, pueden aparecer monstruos ocultos de repente{nl}. Cuento contigo.
QUEST_LV_0200_20150714_007676	A veces, aparecerán más monstruos al sacudir los arbustos.
QUEST_LV_0200_20150714_007677	Pagué mucho por esto en el mercado negro de Fedimian.{nl}Quizás esto sea mucho más útil que tú o ese druida desvergonzado.{nl}
QUEST_LV_0200_20150714_007678	Esto es resistente. Has sufrido por la trampa de Ebonypawn.{nl}Pero, ¿qué te trajo aquí?{nl}
QUEST_LV_0200_20150714_007679	¿Eres el Revelador? Es un placer conocerte.{nl}Gracias por salvarme... Tengo otra petición para ti.
QUEST_LV_0200_20150714_007680	En estos momentos estamos llevando a cabo una misión importante.
QUEST_LV_0200_20150714_007681	Esto es un poco complicado.{nl}Estamos persiguiendo a Ebonypawn, quien es el sospechoso del caso de asesinato en la Torre Astral.{nl}Pero está siendo protegido por estas reglas religiosas en el monasterio cercano.{nl}
QUEST_LV_0200_20150714_007682	Así que, por favor ayúdanos a atrapar a Ebonypawn.{nl}Primero deberíamos persuadir a los monjes de alguna forma... aunque eso será complicado.
QUEST_LV_0200_20150714_007683	Lo siento mucho. {nl}Por favor, primero convenza a Potos en el Tribunal de Diliti.
QUEST_LV_0200_20150714_007684	Los monjes niegan con la cabeza cuando mencionamos a Ebonypawn...
QUEST_LV_0200_20150714_007685	¿Conoces la Torre Astral? {nl}Empezando por Lydia Schaffen, todos los mejores arqueros provienen de ese lugar. {nl}
QUEST_LV_0200_20150714_007686	El líder de la Torre Astral fue asesinado por Ebonypawn.{nl}Lo he perseguido hasta aquí, pero tengo problemas para hacer algo más,{nl}debido a las reglas religiosas del santuario{nl}
QUEST_LV_0200_20150714_007687	El monasterio protege a los que son acusados ​​falsamente{nl}. Pensé que la ley era ineficaz después de Medzio Diena. Quiero resolver esto sin crear un conflicto.
QUEST_LV_0200_20150714_007688	Hola. Viajero.{nl}¿Qué te ha traído hasta aquí?
QUEST_LV_0200_20150714_007689	Si estás aquí para hablar de los Cazadores, lo siento, pero paso.{nl}
QUEST_LV_0200_20150714_007690	El monasterio está lleno de monstruos y primero debemos curar a los monjes que han sido afectados por el veneno paralizante{nl}. Ahora no es el momento de involucrarse en un asunto tan complicado.{nl}
QUEST_LV_0200_20150714_007691	Los cazadores..{nl}. Deben saber cómo desintoxicarse. Estas son las agujas que hemos recibido de nuestros hermanos. Lo siento.
QUEST_LV_0200_20150714_007692	Si nuestros hermanos ayudan, yo también estoy dispuesto a ayudarte{nl}. Tengo muchas cosas en la cabeza.
QUEST_LV_0200_20150714_007693	Esto... Está bien. Es bastante obvio quién hizo esto. {nl}Bueno, primero denles este antídoto. Por suerte, el veneno no es tan fuerte.
QUEST_LV_0200_20150714_007694	Me avergüenza ver las caras de los Cazadores... Lo siento.{nl}También tenemos que considerar la posición de nuestro monasterio.
QUEST_LV_0200_20150714_007695	Pero, si el veneno realmente es de Ebonypawn, entonces la historia será diferente.{nl}Lo siento, pero quiero ver la trampa yo mismo.
QUEST_LV_0200_20150714_007696	Recientemente, unos monstruos irrumpieron en el monasterio{nl}. Fue muy rápido y los monstruos se volvieron locos en el monasterio como si estuvieran poseídos por algo.{nl}
QUEST_LV_0200_20150714_007697	No nos quedó más remedio que huir{nl}. El problema era el abad{nl}. Estaba rezando en la sala de oración.
QUEST_LV_0200_20150714_007698	Afortunadamente, la Sala de Oración es el lugar más seguro del monasterio{nl}. Sabemos que ni siquiera los monstruos pueden hacer nada allí, pero no podíamos quedarnos de brazos cruzados.
QUEST_LV_0200_20150714_007699	Entonces, no hay suficiente evidencia, ¿eh?{nl}
QUEST_LV_0200_20150714_007700	Reina, una subordinada mía, está buscando los rastros de Evoniphon allá abajo.{nl}Recientemente encontró algo, pero parece que está teniendo dificultades.
QUEST_LV_0200_20150714_007701	Parece que tu tarea va bien.{nl}Sabes, he recibido recompensas que tienen un valor mayor que mi vida.
QUEST_LV_0200_20150714_007702	Oye, no andes por aquí imprudentemente, es peligroso{nl}. Te recomiendo que te vayas de este bosque mientras puedas.
QUEST_LV_0200_20150714_007703	Hola. Viajero.{nl}¿Qué te ha traído hasta aquí?
QUEST_LV_0200_20150714_007704	¿Qué? ¿El capitán te envió a mí? Disculpa, lo siento{nl}. Hay una trampa que funciona, pero no es fácil conseguirla.{nl}
QUEST_LV_0200_20150714_007705	Tengo un pequeño problema aquí, no puedo moverme{nl}. He caído en la trampa. Soy un idiota... Me he desintoxicado rápidamente, pero aún duele.
QUEST_LV_0200_20150714_007706	Te prestaré mi Jareth.{nl}Comete muchos errores debido a su avanzada edad, pero por favor entiéndelo.
QUEST_LV_0200_20150714_007707	Supongo que aún no soy lo suficientemente competente{nl}. Quería convertirme en alguien como el Capitán Cazador... Supongo que todavía me queda un largo camino por recorrer.
QUEST_LV_0200_20150714_007708	Echemos un vistazo a esto... Esto ha sido hecho con cierta habilidad que he visto a menudo. {nl}El capitán está buscando una trampa que funcione, ¿verdad? Por favor, tráele esto.
QUEST_LV_0200_20150714_007709	A medida que aumente tu competencia, la gente no sabrá quién creó estas trampas{nl}. Por el contrario, la gente podría descubrir quién creó estas trampas con mucha facilidad.{nl}
QUEST_LV_0200_20150714_007710	Además, la dificultad disminuye mucho si solo hay un sospechoso como en este caso.{nl}Solo tenemos que encontrar sus características.
QUEST_LV_0200_20150714_007711	Tal como esperaba, eso es efectivamente de Evoniphon. {nl}Apenas puedo encontrar algún rastro de él.{nl}
QUEST_LV_0200_20150714_007712	Pero las trampas se fabrican fácilmente con los materiales que hay cerca. {nl}Solo tenemos que esperar que el monje se dé cuenta. Primero, tómala y muéstrasela.
QUEST_LV_0200_20150714_007713	Después de haber convencido al monje, por favor, reúnete con Natasha en el Bosque de Viltis{nl}. Me han dicho que está desesperada.
QUEST_LV_0200_20150714_007714	Mira esto. Esta es la seda que se usó en esta trampa... Creo que ya la he visto antes.{nl}Si alguien se apoderó de los suministros del monasterio, solo podemos pensar en una persona.{nl}
QUEST_LV_0200_20150714_007715	Bien.{nl}Después de recuperar el monasterio, le informaré al abad sobre esto.
QUEST_LV_0200_20150714_007716	¿El capitán te envió aquí? Ya era hora de que recibiera apoyo confiable.{nl}
QUEST_LV_0200_20150714_007717	Tendrás que convencer a los demás hermanos, además de a mí{nl}. Hay un lugar cercano llamado Bosque de Viltis. Allí se puede encontrar al monje mayor Marko.
QUEST_LV_0200_20150714_007718	Algo importante sucedió en el monasterio{nl}. ¿Podrías ayudarnos?
QUEST_LV_0200_20150714_007719	Creo que perdí mis preciadas escrituras mientras huía{nl}. Pero también tengo que cuidar de nuestros hermanos. ¿Puedes buscarlos? No me importa si solo encuentras las páginas.
QUEST_LV_0200_20150714_007720	Si no puedes encontrarlos, entonces tendremos que aceptarlo.{nl}Las vidas de las personas son más importantes que las páginas de las escrituras.
QUEST_LV_0200_20150714_007721	Así que los están estafando..{nl}. Supongo que no tenemos otra opción. Por favor, concentrémonos primero en curar a mis hermanos.
QUEST_LV_0200_20150714_007722	Es el peor escenario posible{nl}. El bosque está cubierto de espinas y hay trampas por todas partes.{nl}
QUEST_LV_0200_20150714_007723	Y mis hermanos están sufriendo a causa del veneno.{nl}Si la amenaza de los monstruos disminuye, estaría lo suficientemente tranquilo como para terminar la cura.
QUEST_LV_0200_20150714_007724	¿Quién hizo todas estas trampas? No me siento muy bien al ver sufrir a mis hermanos.{nl}
QUEST_LV_0200_20150714_007725	Muchas gracias{nl}. Ahora rezaré por nuestros hermanos para que se recuperen completamente.
QUEST_LV_0200_20150714_007726	Como huí rápidamente del monasterio, no pude llevarme muchas cosas{nl}. De alguna manera debería alimentar con comida nutritiva a nuestros hermanos que están sufriendo el envenenamiento.
QUEST_LV_0200_20150714_007727	Muchas gracias.{nl}Hay un hongo llamado Tempas. Crece muy rápido.{nl}Por favor, consígueme algunos de esos de Juklas Sunny Place.
QUEST_LV_0200_20150714_007728	Lo encontrarás cuando camines diligentemente.{nl}Por lo general están escondidos en el suelo.
QUEST_LV_0200_20150714_007729	Gracias.{nl}Rezaré a las diosas para que estén bien después de comer esto.
QUEST_LV_0200_20150714_007730	Como no me siento bien ahora mismo, quiero prepararme con antelación.{nl}Si vas a cazar monstruos cerca, ¿podrías escuchar mi petición?
QUEST_LV_0200_20150714_007731	Por favor, recojan las patas de piedra de los Rocktors.{nl}Puedo usarlas para mis puntas de flecha.
QUEST_LV_0200_20150714_007732	Las patas de piedra de los Roctors cerca de aquí son utilizables.{nl}Otras cosas son algo blandas.
QUEST_LV_0200_20150714_007733	Muchas gracias{nl}. Sería bueno que volviéramos al lugar donde está el capitán, pero primero deberíamos terminar nuestra misión.
QUEST_LV_0200_20150714_007734	Creo que los monstruos descubrieron que he sufrido el veneno{nl}. Están reduciendo lentamente la brecha. Esto podría ser peligroso.
QUEST_LV_0200_20150714_007735	Usemos a Jareth.{nl}Aunque te quedes delante, podrían entrar corriendo cuando te vayas.{nl}
QUEST_LV_0200_20150714_007736	Por favor, caza a los monstruos con Jareth.{nl}Después de que entren en combate, los monstruos se asustarán si Jareth libera su olor.
QUEST_LV_0200_20150714_007737	Jareth es viejo, pero muy valiente{nl}. A veces tiene la tendencia a atacar primero debido a su valentía...
QUEST_LV_0200_20150714_007738	¿Le fue bien a Jareth? Ahora podemos preocuparnos menos por los monstruos.{nl}
